Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,087025,1965,01,12,19.0,1,Y
IDCJAC0010,087025,1965,01,13,18.4,1,Y
IDCJAC0010,087025,1965,01,14,19.8,1,Y
IDCJAC0010,087025,1965,01,15,35.0,1,Y
IDCJAC0010,087025,1965,01,16,39.9,1,Y
IDCJAC0010,087025,1965,01,17,40.6,1,Y
IDCJAC0010,087025,1965,01,18,23.1,1,Y
IDCJAC0010,087025,1965,01,19,21.2,1,Y
IDCJAC0010,087025,1965,01,20,17.8,1,Y
IDCJAC0010,087025,1965,01,21,23.3,1,Y
IDCJAC0010,087025,1965,01,22,17.8,1,Y
IDCJAC0010,087025,1965,01,23,20.7,1,Y
IDCJAC0010,087025,1965,01,24,18.4,1,Y
IDCJAC0010,087025,1965,01,25,17.1,1,Y
IDCJAC0010,087025,1965,01,26,19.2,1,Y
IDCJAC0010,087025,1965,01,27,19.9,1,Y
IDCJAC0010,087025,1965,01,28,23.9,1,Y
IDCJAC0010,087025,1965,01,29,23.9,1,Y
IDCJAC0010,087025,1965,01,30,21.1,1,Y
IDCJAC0010,087025,1965,01,31,20.0,1,Y
IDCJAC0010,087025,1965,02,01,20.4,1,Y
IDCJAC0010,087025,1965,02,02,33.9,1,Y
IDCJAC0010,087025,1965,02,03,23.8,1,Y
IDCJAC0010,087025,1965,02,04,17.8,1,Y
IDCJAC0010,087025,1965,02,05,20.6,1,Y
IDCJAC0010,087025,1965,02,06,26.8,1,Y
IDCJAC0010,087025,1965,02,07,30.1,1,Y
IDCJAC0010,087025,1965,02,08,32.1,1,Y
IDCJAC0010,087025,1965,02,09,19.3,1,Y
IDCJAC0010,087025,1965,02,10,20.6,1,Y
IDCJAC0010,087025,1965,02,11,20.0,1,Y
IDCJAC0010,087025,1965,02,12,17.8,1,Y
IDCJAC0010,087025,1965,02,13,20.6,1,Y
IDCJAC0010,087025,1965,02,14,25.7,1,Y
IDCJAC0010,087025,1965,02,15,39.3,1,Y
IDCJAC0010,087025,1965,02,16,33.4,1,Y
IDCJAC0010,087025,1965,02,17,20.7,1,Y
IDCJAC0010,087025,1965,02,18,22.8,1,Y
IDCJAC0010,087025,1965,02,19,25.5,1,Y
IDCJAC0010,087025,1965,02,20,25.7,1,Y
IDCJAC0010,087025,1965,02,21,40.3,1,Y
IDCJAC0010,087025,1965,02,22,18.5,1,Y
IDCJAC0010,087025,1965,02,23,25.1,1,Y
IDCJAC0010,087025,1965,02,24,23.9,1,Y
IDCJAC0010,087025,1965,02,25,20.1,1,Y
IDCJAC0010,087025,1965,02,26,22.3,1,Y
IDCJAC0010,087025,1965,02,27,19.2,1,Y
IDCJAC0010,087025,1965,02,28,20.4,1,Y
IDCJAC0010,087025,1965,03,01,23.9,1,Y
IDCJAC0010,087025,1965,03,02,39.7,1,Y
IDCJAC0010,087025,1965,03,03,38.6,1,Y
IDCJAC0010,087025,1965,03,04,19.3,1,Y
IDCJAC0010,087025,1965,03,05,39.4,1,Y
IDCJAC0010,087025,1965,03,06,25.2,1,Y
IDCJAC0010,087025,1965,03,07,26.7,1,Y
IDCJAC0010,087025,1965,03,08,26.7,1,Y
IDCJAC0010,087025,1965,03,09,20.3,1,Y
IDCJAC0010,087025,1965,03,10,29.4,1,Y
IDCJAC0010,087025,1965,03,11,35.7,1,Y
IDCJAC0010,087025,1965,03,12,19.6,1,Y
IDCJAC0010,087025,1965,03,13,18.2,1,Y
IDCJAC0010,087025,1965,03,14,20.4,1,Y
IDCJAC0010,087025,1965,03,15,19.9,1,Y
IDCJAC0010,087025,1965,03,16,21.2,1,Y
IDCJAC0010,087025,1965,03,17,34.3,1,Y
IDCJAC0010,087025,1965,03,18,20.7,1,Y
IDCJAC0010,087025,1965,03,19,18.9,1,Y
IDCJAC0010,087025,1965,03,20,19.3,1,Y
IDCJAC0010,087025,1965,03,21,16.4,1,Y
IDCJAC0010,087025,1965,03,22,18.2,1,Y
IDCJAC0010,087025,1965,03,23,19.4,1,Y
IDCJAC0010,087025,1965,03,24,17.4,1,Y
IDCJAC0010,087025,1965,03,25,17.8,1,Y
IDCJAC0010,087025,1965,03,26,19.4,1,Y
IDCJAC0010,087025,1965,03,27,27.0,1,Y
